text,label,char_length,word_count,text_clean,intent
"I just moved overseas and I noticed that you are charging me more fees.  I am a loyal customer, is this how you expect to keep customers?",7,137,28,i just moved overseas and i noticed that you are charging me more fees i am a loyal customer is this how you expect to keep customers,Transfer Fee
"I've been waiting since Friday, where is my money?",8,50,9,i've been waiting since friday where is my money,Transfer Delay
Why are there multiple transactions showing for one purchase?,5,61,9,why are there multiple transactions showing for one purchase,Duplicate Transaction
"Hi, I am unable to see transaction in my account which i made couples of hours ago from my UK account. Please help me in this.",9,126,26,hi i am unable to see transaction in my account which i made couples of hours ago from my uk account please help me in this,Missing Money
How do I query a payment on my card? It looks like I have paid for the same thing twice.,5,88,20,how do i query a payment on my card it looks like i have paid for the same thing twice,Duplicate Transaction
How can I request cash back? The ATM just gave me a different amount than what I've been actually charged though...,3,115,21,how can i request cash back the atm just gave me a different amount than what i've been actually charged though,ATM Partial Withdrawal
Was I charged extra for using my card?,0,38,8,was i charged extra for using my card,Card Fee Charge
The machine only paid me a hundred when I wanted 20,3,51,11,the machine only paid me a hundred when i wanted 20,ATM Partial Withdrawal
"I sent you a cheque couple days ago, nothing happened to my account yet! This is unacceptable, where is my money??",2,114,21,i sent you a cheque couple days ago nothing happened to my account yet this is unacceptable where is my money,Deposit Delay
"Bank transfer to account did not show up, please help?",9,54,10,bank transfer to account did not show up please help,Missing Money
I see a direct debit that I didn't authorize,1,44,9,i see a direct debit that i didn't authorize,Fraud / Disputed Payment
Why wouldn't the ATM give me my money?,6,38,8,why wouldn't the atm give me my money,Declined Withdrawal
Is there an issue with my account?  I don't see a cheque deposit that I made yesterday.  Please assist.,2,103,21,is there an issue with my account i don't see a cheque deposit that i made yesterday please assist,Deposit Delay
Why was I chaged twice for the same thing?,5,42,9,why was i chaged twice for the same thing,Duplicate Transaction
Why was I charged for card payment?,0,35,7,why was i charged for card payment,Card Fee Charge
The amount of cash I selected to withdraw is different than what I received.,3,76,14,the amount of cash i selected to withdraw is different than what i received,ATM Partial Withdrawal
I haven't used my card all day but there is a payment showing in the app. Please cancel it!,1,91,19,i haven't used my card all day but there is a payment showing in the app please cancel it,Fraud / Disputed Payment
Are cheques accepted to my account? Mine didn't seem to work.,2,61,11,are cheques accepted to my account mine didn't seem to work,Deposit Delay
Explain the extra ATM fees.,4,27,5,explain the extra atm fees,Cash Withdrawal Charge
Someone else made a Direct Debit transaction on my account,1,58,10,someone else made a direct debit transaction on my account,Fraud / Disputed Payment
I was not distributed all of cash that I requested,3,50,10,i was not distributed all of cash that i requested,ATM Partial Withdrawal
Why was my ATM withdrawal cancelled?,6,36,6,why was my atm withdrawal cancelled,Declined Withdrawal
My account balance doesn't reflect an update I made by cheque yesterday. Is something wrong or is the system slow?,2,114,20,my account balance doesn't reflect an update i made by cheque yesterday is something wrong or is the system slow,Deposit Delay
I noticed a new fee on my account. I didn't know there were fees for these payments. What is the policy?,0,104,21,i noticed a new fee on my account i didn't know there were fees for these payments what is the policy,Card Fee Charge
I placed a cash deposit in my account but I can't see it yet.,2,61,14,i placed a cash deposit in my account but i can't see it yet,Deposit Delay
Something went wrong with my withdrawal. The amount of money isn't right.,3,73,12,something went wrong with my withdrawal the amount of money isn't right,ATM Partial Withdrawal
Why am I being charge a fee when using an ATM?,4,46,11,why am i being charge a fee when using an atm,Cash Withdrawal Charge
im not paying this transfer fee,7,31,6,im not paying this transfer fee,Transfer Fee
How can we correct a mistake on an ATM transaction?  The app shows what I should have gotten.,3,93,19,how can we correct a mistake on an atm transaction the app shows what i should have gotten,ATM Partial Withdrawal
Was charged an ATM fee despite it being a small withdrawal on the 1st day of the month. I thought I was allowed 200 per month?,4,126,26,was charged an atm fee despite it being a small withdrawal on the 1st day of the month i thought i was allowed 200 per month,Cash Withdrawal Charge
I attempted to get cash in the ATM but it was not authorized,6,60,13,i attempted to get cash in the atm but it was not authorized,Declined Withdrawal
Why am i being double charged for something?,5,44,8,why am i being double charged for something,Duplicate Transaction
Someone made a mistake on my money transfer because I was charged extra fees.,7,77,14,someone made a mistake on my money transfer because i was charged extra fees,Transfer Fee
Paying in card resulted in a fee,0,32,7,paying in card resulted in a fee,Card Fee Charge
Why did I have to pay extra because I paid with my card?,0,56,13,why did i have to pay extra because i paid with my card,Card Fee Charge
I made a payment that got charged twice instead of once.,5,56,11,i made a payment that got charged twice instead of once,Duplicate Transaction
I transferred some cash and it didn't arrive,8,44,8,i transferred some cash and it didn't arrive,Transfer Delay
I tried using my ATM card at your Notting Hill location today.  It did not work.  Am I doing something wrong?,6,109,23,i tried using my atm card at your notting hill location today it did not work am i doing something wrong,Declined Withdrawal
I just had a look at my statement. Why have I been changed for using the ATM?,4,77,17,i just had a look at my statement why have i been changed for using the atm,Cash Withdrawal Charge
Why was there a transfer fee on my account?,7,43,9,why was there a transfer fee on my account,Transfer Fee
I got charged a service fee on my account. Can it be waived since I didn't know about it before?,0,96,20,i got charged a service fee on my account can it be waived since i didn't know about it before,Card Fee Charge
How long does it take for the transfer to go through?,8,53,11,how long does it take for the transfer to go through,Transfer Delay
Why do I see extra charges for withdrawing my money?,4,52,10,why do i see extra charges for withdrawing my money,Cash Withdrawal Charge
Why is my balance the same?  I processed a transfer.,9,52,11,why is my balance the same i processed a transfer,Missing Money
I didn't get the right amount at the ATM.,3,41,9,i didn't get the right amount at the atm,ATM Partial Withdrawal
I have a duplicate payment on my account,5,40,8,i have a duplicate payment on my account,Duplicate Transaction
Why was I charged a fee for withdrawing money?,4,46,9,why was i charged a fee for withdrawing money,Cash Withdrawal Charge
How can I get my money that I didn't get from the ATM?,3,54,13,how can i get my money that i didn't get from the atm,ATM Partial Withdrawal
I got some cash but it wasn't the right amount.,3,47,10,i got some cash but it wasn't the right amount,ATM Partial Withdrawal
Why am I seeing a transfer fee on my bank statement?,7,52,11,why am i seeing a transfer fee on my bank statement,Transfer Fee
Why did I get charged a fee for transferring money?,7,51,10,why did i get charged a fee for transferring money,Transfer Fee
Can you elaborate on why I have an extra charge just for transferring?,7,70,13,can you elaborate on why i have an extra charge just for transferring,Transfer Fee
Why am I not seeing the check I deposited this morning in my account?,2,69,14,why am i not seeing the check i deposited this morning in my account,Deposit Delay
"There is a direct debit that I didn't set up, what should I do?",1,63,14,there is a direct debit that i didn't set up what should i do,Fraud / Disputed Payment
Why did I have to pay a fee when I got cash?,4,44,12,why did i have to pay a fee when i got cash,Cash Withdrawal Charge
I am still waiting for the cash to be returned from a cheque I deposited!,2,73,15,i am still waiting for the cash to be returned from a cheque i deposited,Deposit Delay
Why is my balance still the same after a cheque deposit?,2,56,11,why is my balance still the same after a cheque deposit,Deposit Delay
I did a transfer and I was charged a fee that shouldn't be there!,7,65,14,i did a transfer and i was charged a fee that shouldn't be there,Transfer Fee
I submitted a cash deposit to my account but it hasn't posted yet.,2,66,13,i submitted a cash deposit to my account but it hasn't posted yet,Deposit Delay
"I am tired of getting charged fees, and I have no idea why, please let me know what/when you charge fees for.",0,109,22,i am tired of getting charged fees and i have no idea why please let me know what when you charge fees for,Card Fee Charge
You charged me more than once for the same transaction!,5,55,10,you charged me more than once for the same transaction,Duplicate Transaction
I am still waiting for a transaction to be completed,8,52,10,i am still waiting for a transaction to be completed,Transfer Delay
I have an unknown direct debit payment on my account,1,52,10,i have an unknown direct debit payment on my account,Fraud / Disputed Payment
The cash I wanted wasn't there.,3,31,6,the cash i wanted wasn't there,ATM Partial Withdrawal
my atm transaction was wrong,3,28,5,my atm transaction was wrong,ATM Partial Withdrawal
I have a direct debit charge that I do not recognize,1,52,11,i have a direct debit charge that i do not recognize,Fraud / Disputed Payment
You shorted me money when I tried to make a withdrawal.,3,55,11,you shorted me money when i tried to make a withdrawal,ATM Partial Withdrawal
I transferred some money but I think it has gotten lost somewhere.,9,66,12,i transferred some money but i think it has gotten lost somewhere,Missing Money
"I did a cash deposit to my account, but I am not seeing it on my statement.",2,75,17,i did a cash deposit to my account but i am not seeing it on my statement,Deposit Delay
what is this extra charge with my purchase?,0,43,8,what is this extra charge with my purchase,Card Fee Charge
I have been double charged,5,26,5,i have been double charged,Duplicate Transaction
Why is there a fee associated with card use?,0,44,9,why is there a fee associated with card use,Card Fee Charge
Why isn't my balance reflecting a transfer I did?,9,49,9,why isn't my balance reflecting a transfer i did,Missing Money
"I thought cash withdrawals were free? Why have I been charged a fee? Also, how much is this fee?",4,96,19,i thought cash withdrawals were free why have i been charged a fee also how much is this fee,Cash Withdrawal Charge
I wanted to take out $100 but I only got $20.,3,45,11,i wanted to take out 100 but i only got 20,ATM Partial Withdrawal
Why wouldn't the ATM give me cash?,6,34,7,why wouldn't the atm give me cash,Declined Withdrawal
"Looks like my card payment was duplicated. I went to pay at the store earlier, got declined once,second time it works. App still stays pending for one of the payments. Can you please remove one of them as it's wrong and clearly was declined?",5,241,44,looks like my card payment was duplicated i went to pay at the store earlier got declined once second time it works app still stays pending for one of the payments can you please remove one of them as it's wrong and clearly was declined,Duplicate Transaction
I haven't received the money from the check I deposited.,2,56,10,i haven't received the money from the check i deposited,Deposit Delay
What is the charge for paying with my card?,0,43,9,what is the charge for paying with my card,Card Fee Charge
I have made a recent check and cash deposit that isn't reflected in my balance.,2,79,15,i have made a recent check and cash deposit that isn't reflected in my balance,Deposit Delay
Why was I charged for transferring money?,7,41,7,why was i charged for transferring money,Transfer Fee
There is more than one of the same transaction on my account.,5,61,12,there is more than one of the same transaction on my account,Duplicate Transaction
There was a charge applied when I used my card.,0,47,10,there was a charge applied when i used my card,Card Fee Charge
Why did I only get $20 when I tried to get $100,3,47,12,why did i only get 20 when i tried to get 100,ATM Partial Withdrawal
"Hello, I didn't receive the right amount on my ATM transaction,  the app shows the correct amount how can we fix this",3,117,23,hello i didn't receive the right amount on my atm transaction the app shows the correct amount how can we fix this,ATM Partial Withdrawal
"I was checking the app for my account and I noticed there is an authorized charge on it.  I haven't used my card today, so I know I didn't do it.  I would like the transaction reversed and the money replaced.",1,208,43,i was checking the app for my account and i noticed there is an authorized charge on it i haven't used my card today so i know i didn't do it i would like the transaction reversed and the money replaced,Fraud / Disputed Payment
"I think there may be something wrong with my card. I have never had issues with withdraws before, but this morning on the way to work it was suddenly declined.",6,159,30,i think there may be something wrong with my card i have never had issues with withdraws before but this morning on the way to work it was suddenly declined,Declined Withdrawal
My cash transaction isn't showing on my account,8,47,8,my cash transaction isn't showing on my account,Transfer Delay
Is there a strict timeline regarding disputing transactions made on my account? I just noticed a fraudulent charge on a statement from a couple months ago.,1,155,26,is there a strict timeline regarding disputing transactions made on my account i just noticed a fraudulent charge on a statement from a couple months ago,Fraud / Disputed Payment
I made a transfer from France a couple days ago and don't see the transaction yet. How long does an international transfer take?,9,128,23,i made a transfer from france a couple days ago and don't see the transaction yet how long does an international transfer take,Missing Money
"I have done a transfer within the country the day before yesterday, but it's still not there yet. Can you please check what's going on with that, the account number is the right one, I've checked that several times already.",8,223,40,i have done a transfer within the country the day before yesterday but it's still not there yet can you please check what's going on with that the account number is the right one i've checked that several times already,Transfer Delay
My account was charged twice for one purchase,5,45,8,my account was charged twice for one purchase,Duplicate Transaction
How long does transfers take?,9,29,5,how long does transfers take,Missing Money
I have not received the completed transaction.,8,46,7,i have not received the completed transaction,Transfer Delay
I sent money to my family last Friday but they don't have it.,8,61,13,i sent money to my family last friday but they don't have it,Transfer Delay
I checked the app and my balance has not been updated for the cash or cheque deposit.,2,85,17,i checked the app and my balance has not been updated for the cash or cheque deposit,Deposit Delay
How long does it take for a cheque to post to your account?,2,59,13,how long does it take for a cheque to post to your account,Deposit Delay
I made a cash withdrawl and there is a charge.  What is this?,4,61,14,i made a cash withdrawl and there is a charge what is this,Cash Withdrawal Charge
My cheque is slow to cash,2,25,6,my cheque is slow to cash,Deposit Delay
there is a debit i dont recognize,1,33,7,there is a debit i dont recognize,Fraud / Disputed Payment
I've made a bank transfer but the money doesn't seem to be in my account.,9,73,15,i've made a bank transfer but the money doesn't seem to be in my account,Missing Money
What extra charges are there?,7,29,5,what extra charges are there,Transfer Fee
"When I tried to access my cash, I wasn't allowed!",6,49,10,when i tried to access my cash i wasn't allowed,Declined Withdrawal
Can you explain why my payment was charged a fee?,0,49,10,can you explain why my payment was charged a fee,Card Fee Charge
Why am I being charged fees on some transactions but not on others? What am I missing here? I cannot find where to see the fee structure on my account. Help!,0,157,31,why am i being charged fees on some transactions but not on others what am i missing here i cannot find where to see the fee structure on my account help,Card Fee Charge
"Looks like my card payment was duplicated after all. I went to pay at the store earlier, got declined once,second time it works. App still stays pending for one of the payments. Can you please remove one of them as it's wrong and was declined?",5,243,45,looks like my card payment was duplicated after all i went to pay at the store earlier got declined once second time it works app still stays pending for one of the payments can you please remove one of them as it's wrong and was declined,Duplicate Transaction
i need help. I updated my balance with a check yesterday and Im not seeing it. Can you look at my account to see what went wrong?,2,129,27,i need help i updated my balance with a check yesterday and im not seeing it can you look at my account to see what went wrong,Deposit Delay
What can I do about a direct debit transaction on my card that I didn't make?,1,77,16,what can i do about a direct debit transaction on my card that i didn't make,Fraud / Disputed Payment
I got double charged for a payment so how do I fix that?,5,56,13,i got double charged for a payment so how do i fix that,Duplicate Transaction
My friend says he hasn't received my transaction,8,48,8,my friend says he hasn't received my transaction,Transfer Delay
I was given the wrong amount of cash,3,36,8,i was given the wrong amount of cash,ATM Partial Withdrawal
My new landlord says he hasn't received the rent payment that I transferred a couple days ago. I've already checked the account numbers and they are correct. Can you tell me what's going on with this transaction that the transfer isn't showing up on my landlord's end?,8,268,47,my new landlord says he hasn't received the rent payment that i transferred a couple days ago i've already checked the account numbers and they are correct can you tell me what's going on with this transaction that the transfer isn't showing up on my landlord's end,Transfer Delay
I see a direct debit charge that I did not approve,1,50,11,i see a direct debit charge that i did not approve,Fraud / Disputed Payment
Using an ATM caused me to incur an additional fee. Why?,4,55,11,using an atm caused me to incur an additional fee why,Cash Withdrawal Charge
There is a direct debit set up that was not authorized by me.,1,61,13,there is a direct debit set up that was not authorized by me,Fraud / Disputed Payment
Why didn't I receive the right amount of cash at the ATM?,3,57,12,why didn't i receive the right amount of cash at the atm,ATM Partial Withdrawal
I got cash and was charged a fee that shouldn't be there!,4,57,12,i got cash and was charged a fee that shouldn't be there,Cash Withdrawal Charge
"I am at the ATM and tried to withdraw 30 pounds and it only gave me 10 pounds, what do I do?",3,92,22,i am at the atm and tried to withdraw 30 pounds and it only gave me 10 pounds what do i do,ATM Partial Withdrawal
I think I was charged by mistake on my debit statement.,1,55,11,i think i was charged by mistake on my debit statement,Fraud / Disputed Payment
I got charged two times for a transaction,5,41,8,i got charged two times for a transaction,Duplicate Transaction
I was not able to receive the correct amount of cash.,3,53,11,i was not able to receive the correct amount of cash,ATM Partial Withdrawal
Weird charges are appearing in my debit account.,1,48,8,weird charges are appearing in my debit account,Fraud / Disputed Payment
I have never been charged a card payment fee before. Why did this change?,0,73,14,i have never been charged a card payment fee before why did this change,Card Fee Charge
I have been charged two times for one transaction.,5,50,9,i have been charged two times for one transaction,Duplicate Transaction
Why was I charged an extra fee when doing a transfer?,7,53,11,why was i charged an extra fee when doing a transfer,Transfer Fee
When will my balance update after a transfer?,9,45,8,when will my balance update after a transfer,Missing Money
What was the extra charge for withdrawing money?,4,48,8,what was the extra charge for withdrawing money,Cash Withdrawal Charge
I received duplicate charges.,5,29,4,i received duplicate charges,Duplicate Transaction
"How come you charge for cash withdrawals? I withdrew cash after buying groceries today, and there seems to be a new fee",4,119,22,how come you charge for cash withdrawals i withdrew cash after buying groceries today and there seems to be a new fee,Cash Withdrawal Charge
I made an ATM withdraw it didn't give me the amount I asked for but is showing a withdraw for that amount.,3,106,22,i made an atm withdraw it didn't give me the amount i asked for but is showing a withdraw for that amount,ATM Partial Withdrawal
"I see a transfer fee, but to my understand, that should have been free, what happened?",7,86,16,i see a transfer fee but to my understand that should have been free what happened,Transfer Fee
I did a transfer and was charged a fee that I shouldn't have been!,7,66,14,i did a transfer and was charged a fee that i shouldn't have been,Transfer Fee
"I transferred money, why was charged for an extra fee?",7,54,10,i transferred money why was charged for an extra fee,Transfer Fee
why has a cash withdrawal charged me?,4,37,7,why has a cash withdrawal charged me,Cash Withdrawal Charge
I got less money than I asked for.,3,34,8,i got less money than i asked for,ATM Partial Withdrawal
How much can I withdrawal in one month without incurring fees?,4,62,11,how much can i withdrawal in one month without incurring fees,Cash Withdrawal Charge
I requested $100 but only got $20,3,33,7,i requested 100 but only got 20,ATM Partial Withdrawal
How much time do transfers typically take? I sent money to a friend who needs it urgently. It's been hours and has not gone through.,8,132,25,how much time do transfers typically take i sent money to a friend who needs it urgently it's been hours and has not gone through,Transfer Delay
My card has been charged two separate times for a single transaction.,5,69,12,my card has been charged two separate times for a single transaction,Duplicate Transaction
"Hi, I am calling about a recent transaction that has happened on my account.  I recently went to the ATM, and tried to make a withdrawal on my account.  I just happened to check my transaction slip and noticed a fee for my withdrawal.  How can I resolve this, I didn't know fees were charged for this type of action.",4,316,63,hi i am calling about a recent transaction that has happened on my account i recently went to the atm and tried to make a withdrawal on my account i just happened to check my transaction slip and noticed a fee for my withdrawal how can i resolve this i didn't know fees were charged for this type of action,Cash Withdrawal Charge
Why did I not get my cash back after I withdrew?,3,48,11,why did i not get my cash back after i withdrew,ATM Partial Withdrawal
I was charged on my account that shouldn't be there.,1,52,10,i was charged on my account that shouldn't be there,Fraud / Disputed Payment
There is a direct debit fee in the App that I didn't do.,1,56,13,there is a direct debit fee in the app that i didn't do,Fraud / Disputed Payment
Why didn't the ATM give me all my money,3,39,9,why didn't the atm give me all my money,ATM Partial Withdrawal
"I tried to get money out of the Notting Hill ATM earlier, but I wasn't able to get it to work. Is my card with issue? It's the first time I tried using it.",6,155,34,i tried to get money out of the notting hill atm earlier but i wasn't able to get it to work is my card with issue it's the first time i tried using it,Declined Withdrawal
I need to transfer some money to a friend who is in urgent need of some fast cash. How long will it take before she can use that money?,8,135,29,i need to transfer some money to a friend who is in urgent need of some fast cash how long will it take before she can use that money,Transfer Delay
Why am I being charged a fee on a card payment?,0,47,11,why am i being charged a fee on a card payment,Card Fee Charge
Why are there additional fees for transfers?,7,44,7,why are there additional fees for transfers,Transfer Fee
"Good day, in reviewing my credit card activity over the last several days, I see a repeated charge for a restaurant that I went to. The charge was put through twice, so I would like one of the charges corrected and the amount that was withdrawn to be reinstated please.",5,269,50,good day in reviewing my credit card activity over the last several days i see a repeated charge for a restaurant that i went to the charge was put through twice so i would like one of the charges corrected and the amount that was withdrawn to be reinstated please,Duplicate Transaction
How come the ATM gave me less cash than what I asked for?,3,57,13,how come the atm gave me less cash than what i asked for,ATM Partial Withdrawal
"extra fees on a cash withdrawal, not cool.",4,42,8,extra fees on a cash withdrawal not cool,Cash Withdrawal Charge
I tried to transfer money to a receiver and they didn't get the right amount. What is going on and who do I contact to help me?,7,127,27,i tried to transfer money to a receiver and they didn't get the right amount what is going on and who do i contact to help me,Transfer Fee
I withdrew money but the full amount wasn't dispensed.,3,54,9,i withdrew money but the full amount wasn't dispensed,ATM Partial Withdrawal
I transferred some money but it is yet to arrive.,9,49,10,i transferred some money but it is yet to arrive,Missing Money
I am concerned that I am being doubled charged for several items purchased in the past week.  Please review my statement and correct.,5,133,24,i am concerned that i am being doubled charged for several items purchased in the past week please review my statement and correct,Duplicate Transaction
After I transferred money the balance remained the same.,9,56,9,after i transferred money the balance remained the same,Missing Money
"I've use this account all the time, including over this past month, to pay for things from my new place abroad. I'm a really good customer, so why do I suddenly have new fees? I should be rewarded instead of charged more fees.",7,226,43,i've use this account all the time including over this past month to pay for things from my new place abroad i'm a really good customer so why do i suddenly have new fees i should be rewarded instead of charged more fees,Transfer Fee
How soon will my balance be updated to reflect my transfer?,9,59,11,how soon will my balance be updated to reflect my transfer,Missing Money
Why was there a fee for my cash withdrawal?,4,43,9,why was there a fee for my cash withdrawal,Cash Withdrawal Charge
Why am I unable to withdraw my money through this card?,6,55,11,why am i unable to withdraw my money through this card,Declined Withdrawal
"When using my card I was charged a fee for doing so, why?",0,57,13,when using my card i was charged a fee for doing so why,Card Fee Charge
Can you explain why I am now getting charged a fee for using my card?,0,69,15,can you explain why i am now getting charged a fee for using my card,Card Fee Charge
Why was I charged extra for transferring money?,7,47,8,why was i charged extra for transferring money,Transfer Fee
A fee that shouldn't be there is there after using my card!,0,59,12,a fee that shouldn't be there is there after using my card,Card Fee Charge
I need to know how much it costs to transfer funds.,7,51,11,i need to know how much it costs to transfer funds,Transfer Fee
I attempted to get cash but was declined.,6,41,8,i attempted to get cash but was declined,Declined Withdrawal
I didn't receive the right amount of cash back,3,46,9,i didn't receive the right amount of cash back,ATM Partial Withdrawal
"I am seeing a weird payment showing up that I know I did not make, how can I get it cancelled?",1,94,21,i am seeing a weird payment showing up that i know i did not make how can i get it cancelled,Fraud / Disputed Payment
Why isn't my cash deposit showing up in my account?,2,51,10,why isn't my cash deposit showing up in my account,Deposit Delay
Is there an allowance on cards?,0,31,6,is there an allowance on cards,Card Fee Charge
I transferred some funds but I don't see it,9,43,9,i transferred some funds but i don't see it,Missing Money
Why have I been charged twice?,5,30,6,why have i been charged twice,Duplicate Transaction
I have multiple charges on the same transaction.,5,48,8,i have multiple charges on the same transaction,Duplicate Transaction
Why can't I get cash from the ATM?,6,34,8,why can't i get cash from the atm,Declined Withdrawal
I deposited a check but my balance is still the same.,2,53,11,i deposited a check but my balance is still the same,Deposit Delay
I see some fees for cash withdraw.,4,34,7,i see some fees for cash withdraw,Cash Withdrawal Charge
I can't get the ATM to give me any cash,6,39,10,i can't get the atm to give me any cash,Declined Withdrawal
"Do ATM cash withdrawals carry a charge now? They've been free in the past, but all of a sudden I have to pay to make ATM withdrawals?",4,133,27,do atm cash withdrawals carry a charge now they've been free in the past but all of a sudden i have to pay to make atm withdrawals,Cash Withdrawal Charge
Why isn't the transfer I made to a friend showing?,8,50,10,why isn't the transfer i made to a friend showing,Transfer Delay
Money that I have transferred hasn't arrived yet,9,48,8,money that i have transferred hasn't arrived yet,Missing Money
Why was my transfer charged a fee?,7,34,7,why was my transfer charged a fee,Transfer Fee
I got charged fees for withdrawing cash!,4,40,7,i got charged fees for withdrawing cash,Cash Withdrawal Charge
I did a cash deposit to my account but my balance is still the same. What happened?,2,83,17,i did a cash deposit to my account but my balance is still the same what happened,Deposit Delay
I did a money transfer to my account and it is not showing there.,9,65,14,i did a money transfer to my account and it is not showing there,Missing Money
Why was I charged for cash withdrawal?,4,38,7,why was i charged for cash withdrawal,Cash Withdrawal Charge
Looking at my statement I see that I was double charged for a payment I made.,5,77,16,looking at my statement i see that i was double charged for a payment i made,Duplicate Transaction
the balance on my account didnt change when i transferred money,9,63,11,the balance on my account didnt change when i transferred money,Missing Money
"I was charged twice, when I didn't purchase anything twice.",5,59,10,i was charged twice when i didn't purchase anything twice,Duplicate Transaction
I didn't get all the money I asked for,3,38,9,i didn't get all the money i asked for,ATM Partial Withdrawal
I could not get money from an ATM,6,33,8,i could not get money from an atm,Declined Withdrawal
Why couldn't I make a withdrawal from the ATM?,6,46,9,why couldn't i make a withdrawal from the atm,Declined Withdrawal
I'm not sure why I was charged an extra fee for transferring funds.,7,67,13,i'm not sure why i was charged an extra fee for transferring funds,Transfer Fee
What is the length of a transaction completion?,8,47,8,what is the length of a transaction completion,Transfer Delay
There's an unauthorized direct debit in my app.,1,47,8,there's an unauthorized direct debit in my app,Fraud / Disputed Payment
Why doesn't it show that I did a balance transfer?,9,50,10,why doesn't it show that i did a balance transfer,Missing Money
Why are you charging me fees for using my card?,0,47,10,why are you charging me fees for using my card,Card Fee Charge
Why is there a fee on a card payment?,0,37,9,why is there a fee on a card payment,Card Fee Charge
"I do not like this, I made a simple transfer but I have an additional charge for doing so.",7,90,19,i do not like this i made a simple transfer but i have an additional charge for doing so,Transfer Fee
Is using my card free?,0,22,5,is using my card free,Card Fee Charge
"I have checked the account information several times to be sure that it is correct, but the in country transfer I did a few days ago still has not appeared! What is the hold up?",8,177,35,i have checked the account information several times to be sure that it is correct but the in country transfer i did a few days ago still has not appeared what is the hold up,Transfer Delay
What's going on? I was just recently charged for an ATM withdrawal. I've never seen this charge before and before it's always been free.,4,136,24,what's going on i was just recently charged for an atm withdrawal i've never seen this charge before and before it's always been free,Cash Withdrawal Charge
What are my remedies if I think I was charged twice for the same expense?,5,73,15,what are my remedies if i think i was charged twice for the same expense,Duplicate Transaction
"Is something wrong with my account, my balance didn't change after I transferred some money",9,91,15,is something wrong with my account my balance didn't change after i transferred some money,Missing Money
Is there a reason my cash withdrawal was declined?,6,50,9,is there a reason my cash withdrawal was declined,Declined Withdrawal
My cash withdrawl was declined why?,6,35,6,my cash withdrawl was declined why,Declined Withdrawal
Why isn't the recipient seeing the transaction? I just sent the money.,8,70,12,why isn't the recipient seeing the transaction i just sent the money,Transfer Delay
I've already sent the money out and still have not received money in my account.,2,80,15,i've already sent the money out and still have not received money in my account,Deposit Delay
I deposited a check yesterday and im not seeing it posted yet in my account. why is that? can you look into it?,2,111,23,i deposited a check yesterday and im not seeing it posted yet in my account why is that can you look into it,Deposit Delay
my cash balance less than what I thought,3,40,8,my cash balance less than what i thought,ATM Partial Withdrawal
Why can't I get cash?,6,21,5,why can't i get cash,Declined Withdrawal
"I thought transfers were free, why was I charged a fee?",7,55,11,i thought transfers were free why was i charged a fee,Transfer Fee
"When I went to get cash, it was declined!",6,41,9,when i went to get cash it was declined,Declined Withdrawal
I think there is a mistake.  I am being charged twice.,5,54,12,i think there is a mistake i am being charged twice,Duplicate Transaction
I was denied cash at an ATM,6,27,7,i was denied cash at an atm,Declined Withdrawal
Can I dispute a payment even if I notice it several weeks after it was made?,1,76,16,can i dispute a payment even if i notice it several weeks after it was made,Fraud / Disputed Payment
Why was I charged twice for my item!,5,36,8,why was i charged twice for my item,Duplicate Transaction
I made a purchase but never expected to see a fee charged for the transaction.,0,78,15,i made a purchase but never expected to see a fee charged for the transaction,Card Fee Charge
"Hi, i found a large amount payment in my old statements which i am sure was not made by me. I am aware that the time has passed but is there a way to raise a dispute for this payment now?",1,187,41,hi i found a large amount payment in my old statements which i am sure was not made by me i am aware that the time has passed but is there a way to raise a dispute for this payment now,Fraud / Disputed Payment
Can you check if my money has reached my account since it is not showing up yet?,9,80,17,can you check if my money has reached my account since it is not showing up yet,Missing Money
I have a strange transaction on my account which appears to pertain to a cash withdrawal I made outside Nandos in Leeds.  What is that for?  Is it fraud?,4,153,31,i have a strange transaction on my account which appears to pertain to a cash withdrawal i made outside nandos in leeds what is that for is it fraud,Cash Withdrawal Charge
How long will it take for my transfer to arrive?,8,48,10,how long will it take for my transfer to arrive,Transfer Delay
I can't see a transfer to my account I made.,9,44,10,i can't see a transfer to my account i made,Missing Money
How do I dispute a direct debit transaction?,1,44,8,how do i dispute a direct debit transaction,Fraud / Disputed Payment
Why isn't my balance updating?  I did a bank transfer and it isn't current.,9,75,15,why isn't my balance updating i did a bank transfer and it isn't current,Missing Money
What happens if the ATM doesn't give the right amount of money?,3,63,12,what happens if the atm doesn't give the right amount of money,ATM Partial Withdrawal
Why is my ATM cash withdrawal not working?,6,42,8,why is my atm cash withdrawal not working,Declined Withdrawal
Could you tell me why my cash withdrawal was declined?,6,54,10,could you tell me why my cash withdrawal was declined,Declined Withdrawal
What is this fee showing up in my account for?,0,46,10,what is this fee showing up in my account for,Card Fee Charge
The amount of cash I received did not match the amount I requested,3,66,13,the amount of cash i received did not match the amount i requested,ATM Partial Withdrawal
"I performed a transfer within the country the day before yesterday, but it has not gone through? Can you check on that? The account number is definitely correct, as I've checked.",8,178,31,i performed a transfer within the country the day before yesterday but it has not gone through can you check on that the account number is definitely correct as i've checked,Transfer Delay
Can you please check my UK Account to make sure everything went alright?  I made the transfer a couple of hours ago.,9,116,23,can you please check my uk account to make sure everything went alright i made the transfer a couple of hours ago,Missing Money
